wine_type,citric acid,fixed acidity,volatile acidity,residual sugar,chlorides,sulphates,free sulfur dioxide,total sulfur dioxide,density,pH,alcohol,quality,quality_label
red wine,0.2,7.5,0.77,8.1,0.098,0.58,30.0,92.0,0.99892,3.2,9.2,5,low quality
white wine,0.28,7.9,0.33,31.6,0.053,0.38,35.0,176.0,1.0103,3.15,8.8,6,medium quality
white wine,0.26,6.3,0.2,4.7,0.04,0.75,108.0,168.0,0.9927799999999999,3.07,10.7,7,medium quality
red wine,0.01,7.1,0.6,2.3,0.079,0.61,24.0,37.0,0.9951399999999999,3.4,10.9,6,medium quality
red wine,0.39,10.7,0.43,2.2,0.106,0.5,8.0,32.0,0.9986,2.89,9.6,5,low quality
white wine,0.36,8.0,0.2,1.2,0.032,0.37,21.0,78.0,0.9921,3.08,10.4,6,medium quality
white wine,0.3,7.4,0.19,12.8,0.053,0.49,48.5,229.0,0.9986,3.14,9.1,7,medium quality
white wine,0.23,6.2,0.29,12.4,0.048,0.56,33.0,201.0,0.9961200000000001,3.11,9.9,6,medium quality
red wine,0.59,11.5,0.59,2.6,0.087,0.65,13.0,49.0,0.9988,3.18,11.0,6,medium quality
white wine,0.4,7.5,0.305,18.9,0.059000000000000004,0.46,44.0,170.0,1.0,2.99,9.0,5,low quality
white wine,0.38,7.6,0.19,10.6,0.06,0.38,48.0,174.0,0.9962,3.13,10.5,6,medium quality
red wine,0.25,7.9,0.51,2.9,0.077,0.96,21.0,45.0,0.9974,3.49,12.1,6,medium quality
white wine,0.46,6.1,0.34,4.7,0.028999999999999998,0.62,21.0,94.0,0.991,3.29,12.3,6,medium quality
red wine,0.02,6.1,0.64,2.4,0.069,0.45,26.0,46.0,0.9935799999999999,3.47,11.0,5,low quality
red wine,0.09,7.3,1.07,1.7,0.17800000000000002,0.57,10.0,89.0,0.9962,3.3,9.0,5,low quality
white wine,0.33,7.5,0.22,6.7,0.036000000000000004,0.68,45.0,138.0,0.9939,3.2,11.4,6,medium quality
white wine,0.4,6.6,0.16,1.5,0.044000000000000004,0.52,48.0,143.0,0.9912,3.54,12.4,7,medium quality
white wine,0.49,9.0,0.31,6.9,0.034,0.34,26.0,91.0,0.9937,2.99,11.5,5,low quality
white wine,0.41,6.0,0.29,10.8,0.048,0.59,55.0,149.0,0.9937,3.09,10.966666666666699,7,medium quality
red wine,0.4,11.6,0.475,1.4,0.091,0.65,6.0,28.0,0.9970399999999999,3.07,10.0333333333333,6,medium quality
white wine,0.24,6.5,0.24,1.6,0.046,0.39,15.0,60.0,0.9928,3.19,9.8,5,low quality
white wine,0.27,7.8,0.26,1.9,0.051,0.5,52.0,195.0,0.9928,3.23,10.9,6,medium quality
red wine,0.43,8.0,0.25,1.7,0.067,0.6,22.0,50.0,0.9946,3.38,11.9,6,medium quality
red wine,0.52,8.1,0.785,2.0,0.122,0.69,37.0,153.0,0.9969,3.21,9.3,5,low quality
red wine,0.02,8.7,0.82,1.2,0.07,0.58,36.0,48.0,0.9952,3.2,9.8,5,low quality
white wine,0.34,9.0,0.26,6.7,0.028999999999999998,0.5,21.0,162.0,0.99497,3.08,10.6,6,medium quality
red wine,0.32,8.2,0.38,2.5,0.08,0.85,24.0,71.0,0.99624,3.27,11.0,6,medium quality
red wine,0.66,11.3,0.36,2.4,0.12300000000000001,0.53,3.0,8.0,0.9964200000000001,3.2,11.9,6,medium quality
white wine,0.35,6.4,0.23,10.3,0.042,0.47,54.0,140.0,0.9967,3.23,9.2,5,low quality
red wine,0.08,6.3,0.39,1.7,0.066,0.58,3.0,20.0,0.9954,3.34,9.4,5,low quality
white wine,0.24,6.6,0.32,1.3,0.06,0.51,42.5,204.0,0.9951200000000001,3.59,9.2,5,low quality
white wine,0.26,7.0,0.22,1.1,0.037000000000000005,0.38,20.0,71.0,0.9902,3.1,11.7,6,medium quality
white wine,0.25,7.3,0.3,2.5,0.045,0.54,32.0,122.0,0.99329,3.18,10.3,5,low quality
white wine,0.3,5.9,0.31,7.7,0.047,0.39,60.0,206.0,0.995,3.2,9.6,6,medium quality
red wine,0.15,8.3,0.715,1.8,0.08900000000000001,0.77,10.0,52.0,0.9968,3.23,9.5,5,low quality
white wine,0.49,6.4,0.24,5.8,0.053,0.98,25.0,120.0,0.9942,3.01,10.5,6,medium quality
white wine,0.39,7.3,0.2,2.3,0.048,0.35,24.0,87.0,0.99044,2.94,12.0,6,medium quality
white wine,0.4,6.9,0.29,19.45,0.043,0.47,36.0,156.0,0.9996,2.93,8.9,5,low quality
white wine,0.28,8.0,0.45,10.8,0.051,0.47,25.0,157.0,0.9957,3.06,11.4,7,medium quality
white wine,0.34,6.5,0.18,1.6,0.04,0.59,43.0,148.0,0.9912,3.32,11.5,8,high quality
red wine,0.2,6.2,0.45,1.6,0.069,0.56,3.0,15.0,0.9958,3.41,9.2,5,low quality
red wine,0.02,7.1,0.61,2.5,0.081,0.6,17.0,87.0,0.99745,3.48,9.7,6,medium quality
white wine,0.14,6.2,0.33,4.8,0.052000000000000005,0.48,27.0,128.0,0.99475,3.21,9.4,5,low quality
white wine,0.32,7.9,0.17,1.6,0.053,0.76,47.0,150.0,0.9948,3.29,9.6,6,medium quality
white wine,0.28,7.6,0.18,7.1,0.040999999999999995,0.42,29.0,110.0,0.9965200000000001,3.2,9.2,6,medium quality
white wine,0.39,6.7,0.19,1.0,0.032,0.38,14.0,71.0,0.9891200000000001,3.31,13.0,7,medium quality
red wine,0.09,8.6,0.55,3.3,0.068,0.44,8.0,17.0,0.99735,3.23,10.0,5,low quality
white wine,0.42,6.4,0.26,9.7,0.044000000000000004,0.47,30.0,140.0,0.9962,3.18,9.1,6,medium quality
red wine,0.34,8.2,0.26,2.5,0.073,0.78,16.0,47.0,0.9959399999999999,3.4,11.3,7,medium quality
white wine,0.19,5.9,0.32,14.5,0.042,0.43,37.0,115.0,0.99684,3.16,10.3,5,low quality
white wine,0.31,6.8,0.12,5.2,0.045,0.46,29.0,120.0,0.9942,3.41,9.8,7,medium quality
red wine,0.1,8.3,0.78,2.6,0.081,0.53,45.0,87.0,0.9983,3.48,10.0,5,low quality
white wine,0.14,6.7,0.28,1.4,0.043,0.39,64.0,159.0,0.992,3.17,10.0,5,low quality
red wine,0.35,7.9,0.2,1.7,0.054000000000000006,0.8,7.0,15.0,0.9945799999999999,3.32,11.9,7,medium quality
white wine,0.31,7.7,0.23,10.7,0.038,0.55,59.0,186.0,0.9969,3.12,9.5,6,medium quality
white wine,0.65,7.2,0.46,10.4,0.05,0.42,76.0,192.0,0.9976,3.16,8.7,5,low quality
white wine,0.34,6.5,0.38,3.4,0.036000000000000004,0.76,34.0,200.0,0.9937,3.14,10.0,5,low quality
white wine,0.34,6.8,0.39,7.4,0.02,0.44,38.0,133.0,0.9921200000000001,3.18,12.0,7,medium quality
red wine,0.35,7.1,0.685,2.0,0.08800000000000001,0.62,9.0,92.0,0.9963,3.28,9.4,5,low quality
white wine,0.33,5.6,0.32,7.4,0.037000000000000005,0.49,25.0,95.0,0.9926799999999999,3.25,11.1,6,medium quality
white wine,0.26,6.5,0.38,5.2,0.042,0.5,33.0,112.0,0.99067,3.06,12.3,7,medium quality
white wine,0.42,6.9,0.44,8.5,0.048,0.46,10.0,147.0,0.9974,3.32,9.5,6,medium quality
white wine,0.31,6.9,0.33,4.2,0.04,0.48,21.0,93.0,0.9896,3.18,13.4,7,medium quality
white wine,0.41,6.6,0.25,7.4,0.043,0.6,29.0,151.0,0.9946,3.15,10.2,7,medium quality
red wine,0.26,8.2,0.57,2.2,0.06,0.43,28.0,65.0,0.9959,3.3,10.1,5,low quality
white wine,0.38,6.5,0.33,8.3,0.048,0.5,68.0,174.0,0.99492,3.14,9.6,5,low quality
red wine,0.45,11.3,0.34,2.0,0.08199999999999999,0.66,6.0,15.0,0.9988,2.94,9.2,6,medium quality
white wine,0.34,8.9,0.27,10.7,0.028999999999999998,0.48,19.5,166.0,0.99669,3.13,10.6,5,low quality
white wine,0.29,6.4,0.125,5.85,0.042,0.32,24.0,99.0,0.992,3.23,12.0,7,medium quality
white wine,0.3,6.7,0.2,1.4,0.025,0.44,17.0,76.0,0.9910399999999999,3.11,11.0,6,medium quality
red wine,0.63,12.8,0.84,2.4,0.08800000000000001,0.6,13.0,35.0,0.9997,3.1,10.4,6,medium quality
white wine,0.35,7.1,0.14,1.4,0.039,0.68,24.0,128.0,0.9921200000000001,2.97,10.4,5,low quality
white wine,0.29,5.8,0.22,1.3,0.036000000000000004,0.35,25.0,68.0,0.98865,3.24,12.6,6,medium quality
white wine,0.39,7.2,0.23,2.3,0.033,0.54,29.0,102.0,0.9908,3.26,12.3,7,medium quality
white wine,0.2,6.8,0.44,16.0,0.065,0.45,61.0,186.0,0.99884,3.13,8.6,5,low quality
white wine,0.25,5.9,0.25,11.3,0.052000000000000005,0.44,30.0,165.0,0.997,3.24,9.5,6,medium quality
white wine,0.34,7.4,0.18,2.7,0.03,0.53,30.0,107.0,0.992,2.97,11.0,6,medium quality
white wine,0.36,7.2,0.24,2.0,0.028999999999999998,0.63,21.0,63.0,0.9907600000000001,3.13,12.5,6,medium quality
red wine,0.39,9.3,0.36,1.5,0.08,0.73,41.0,55.0,0.9965200000000001,3.47,10.9,6,medium quality
red wine,0.08,6.7,0.48,2.1,0.064,0.64,18.0,34.0,0.9955200000000001,3.33,9.7,5,low quality
white wine,0.4,7.2,0.24,1.4,0.045,0.38,31.0,106.0,0.9914,2.88,10.8,6,medium quality
white wine,0.38,6.9,0.19,1.15,0.023,0.38,30.0,105.0,0.9904700000000001,3.11,11.4,5,low quality
white wine,0.47,6.0,0.11,10.6,0.052000000000000005,0.34,69.0,148.0,0.9958,2.91,9.3,4,low quality
red wine,0.29,8.4,0.59,2.6,0.109,0.5,31.0,119.0,0.9980100000000001,3.15,9.1,5,low quality
white wine,0.38,7.5,0.16,12.7,0.043,0.82,70.5,163.0,0.9970600000000001,3.15,10.4,7,medium quality
white wine,0.49,7.5,0.2,1.3,0.031,0.62,8.0,97.0,0.9918,3.06,11.1,5,low quality
white wine,0.28,6.5,0.35,12.4,0.051,0.51,86.0,213.0,0.9962,3.16,9.9,6,medium quality
white wine,0.27,5.9,0.25,1.5,0.028999999999999998,0.46,37.0,81.0,0.9892,3.2,12.2,6,medium quality
white wine,0.32,6.8,0.35,2.4,0.048,0.46,35.0,103.0,0.9911,3.28,12.0,8,high quality
white wine,0.02,3.8,0.31,11.1,0.036000000000000004,0.44,20.0,114.0,0.9924799999999999,3.75,12.4,6,medium quality
white wine,0.32,7.0,0.12,7.2,0.057999999999999996,0.38,22.0,89.0,0.9966,3.29,9.2,6,medium quality
white wine,0.32,6.5,0.26,16.5,0.045,0.46,44.0,166.0,1.0,3.38,9.5,6,medium quality
white wine,0.23,7.7,0.31,2.0,0.069,0.62,29.0,134.0,0.99382,3.11,9.8,5,low quality
red wine,0.11,8.6,0.8,2.3,0.084,0.48,12.0,31.0,0.9979,3.4,9.9,5,low quality
white wine,0.33,6.3,0.23,1.5,0.036000000000000004,0.42,15.0,105.0,0.991,3.32,11.2,6,medium quality
white wine,0.28,6.2,0.28,4.3,0.026000000000000002,0.64,22.0,105.0,0.9890000000000001,2.98,13.1,8,high quality
red wine,0.36,8.4,0.635,2.0,0.08900000000000001,0.57,15.0,55.0,0.99745,3.31,10.4,4,low quality
white wine,0.26,5.8,0.36,3.3,0.038,0.55,40.0,153.0,0.9911,3.34,11.3,6,medium quality
white wine,0.39,6.2,0.25,1.3,0.051,0.4,42.0,135.0,0.9906,3.23,11.1,6,medium quality
white wine,0.3,7.4,0.16,13.7,0.055999999999999994,0.44,33.0,168.0,0.99825,2.9,8.7,7,medium quality
white wine,0.54,7.3,0.28,12.9,0.049,0.45,62.0,152.0,0.9984,3.06,9.1,6,medium quality
red wine,0.14,6.9,0.4,2.4,0.085,0.63,21.0,40.0,0.9968,3.43,9.7,6,medium quality
white wine,0.27,8.4,0.58,12.15,0.033,0.39,37.0,116.0,0.9959,2.99,10.8,6,medium quality
white wine,0.3,6.6,0.4,5.3,0.038,0.73,20.0,125.0,0.9920399999999999,3.36,12.6,6,medium quality
white wine,0.38,6.5,0.24,1.0,0.027000000000000003,0.36,31.0,90.0,0.98926,3.24,12.3,6,medium quality
white wine,0.33,5.6,0.12,2.9,0.044000000000000004,0.32,21.0,73.0,0.9889600000000001,3.17,12.9,8,high quality
white wine,0.35,7.8,0.27,1.2,0.05,0.45,36.0,140.0,0.9913799999999999,3.09,11.2,5,low quality
white wine,0.29,8.2,0.23,1.8,0.047,0.5,47.0,187.0,0.9933,3.13,10.2,6,medium quality
white wine,0.27,6.9,0.28,2.1,0.036000000000000004,0.49,42.0,121.0,0.9926,3.42,10.8,7,medium quality
white wine,0.29,6.4,0.15,1.8,0.044000000000000004,0.38,21.0,115.0,0.99166,3.1,10.2,5,low quality
white wine,0.24,7.4,0.18,1.4,0.047,0.64,21.0,106.0,0.9938299999999999,3.52,10.5,7,medium quality
white wine,0.3,6.5,0.37,2.2,0.033,0.53,39.0,107.0,0.9889399999999999,3.22,13.5,7,medium quality
red wine,0.41,10.8,0.4,2.2,0.084,0.67,7.0,17.0,0.9984,3.08,9.3,6,medium quality
white wine,1.0,8.2,0.345,18.2,0.047,0.43,55.0,205.0,0.99965,2.96,9.6,5,low quality
red wine,0.0,7.6,0.74,1.9,0.1,0.59,6.0,12.0,0.99521,3.36,11.0,5,low quality
white wine,0.26,6.8,0.27,16.1,0.049,0.5,55.0,196.0,0.9984,3.15,9.3,5,low quality
white wine,0.34,7.3,0.24,15.4,0.05,0.42,38.0,174.0,0.9983,3.03,9.0,6,medium quality
white wine,0.24,6.9,0.25,1.8,0.053,0.7,6.0,121.0,0.993,3.23,11.4,5,low quality
red wine,0.42,7.1,0.43,5.5,0.071,0.71,28.0,128.0,0.9973,3.42,10.5,5,low quality
white wine,0.29,7.4,0.26,3.7,0.048,0.45,14.0,73.0,0.9915,3.06,11.4,6,medium quality
white wine,0.33,6.9,0.21,1.8,0.034,0.41,48.0,136.0,0.9899,3.25,12.6,7,medium quality
white wine,0.22,7.4,0.3,5.25,0.053,0.45,33.0,180.0,0.9926,3.13,11.6,6,medium quality
white wine,0.3,6.2,0.18,1.0,0.031,0.52,23.0,73.0,0.9903200000000001,3.23,11.3,6,medium quality
white wine,0.25,7.1,0.31,11.2,0.048,0.4,32.0,136.0,0.9966299999999999,3.14,9.5,5,low quality
red wine,0.36,8.3,0.49,1.8,0.222,0.6,6.0,16.0,0.998,3.18,9.5,6,medium quality
white wine,0.23,6.9,0.24,7.1,0.040999999999999995,0.85,20.0,97.0,0.99246,3.1,11.4,6,medium quality
white wine,0.38,7.0,0.2,8.1,0.05,0.54,42.0,173.0,0.99585,3.3,9.8,6,medium quality
white wine,0.33,8.4,0.16,1.5,0.033,0.42,16.0,98.0,0.9940000000000001,3.14,9.7,6,medium quality
white wine,0.29,5.6,0.235,1.2,0.047,0.5,33.0,127.0,0.991,3.34,11.0,7,medium quality
white wine,0.28,6.8,0.27,7.8,0.038,0.34,26.0,89.0,0.9915,3.24,12.5,6,medium quality
red wine,0.49,11.7,0.49,2.2,0.083,0.43,5.0,15.0,1.0,3.19,9.2,5,low quality
white wine,0.34,8.3,0.14,1.1,0.042,0.4,7.0,47.0,0.9934,3.47,10.2,6,medium quality
red wine,0.17,8.2,0.6,2.3,0.07200000000000001,0.45,11.0,73.0,0.9963,3.2,9.3,5,low quality
white wine,0.42,6.7,0.17,10.4,0.038,0.44,85.0,182.0,0.9962799999999999,3.04,8.9,6,medium quality
white wine,0.26,7.7,0.31,7.8,0.031,0.5,23.0,90.0,0.9944,3.13,10.4,5,low quality
white wine,0.34,7.8,0.28,1.6,0.027999999999999997,0.38,32.0,118.0,0.9901,3.0,12.1,7,medium quality
white wine,0.26,7.2,0.3,1.5,0.040999999999999995,0.56,46.0,178.0,0.99154,3.19,11.3,6,medium quality
white wine,0.24,7.1,0.27,12.6,0.044000000000000004,0.56,48.0,118.0,0.99726,3.04,10.0,7,medium quality
white wine,0.27,7.7,0.34,8.8,0.063,0.63,39.0,184.0,0.9969,3.09,9.2,6,medium quality
red wine,0.29,6.2,0.46,2.1,0.07400000000000001,0.62,32.0,98.0,0.9957799999999999,3.33,9.8,5,low quality
white wine,0.23,6.5,0.32,1.2,0.054000000000000006,0.46,39.0,208.0,0.99272,3.18,9.9,6,medium quality
white wine,0.12,6.5,0.32,11.5,0.033,0.32,35.0,165.0,0.9974,3.22,9.0,5,low quality
white wine,0.36,6.8,0.17,1.4,0.036000000000000004,0.66,38.0,108.0,0.99006,3.19,12.0,6,medium quality
white wine,0.28,6.2,0.17,4.7,0.037000000000000005,0.46,39.0,133.0,0.9931,3.41,10.8,7,medium quality
white wine,0.45,9.8,0.36,1.6,0.042,0.46,11.0,124.0,0.9944,2.93,10.8,5,low quality
red wine,0.08,6.8,0.62,1.9,0.068,0.82,28.0,38.0,0.99651,3.42,9.5,6,medium quality
white wine,0.02,7.0,0.53,1.0,0.036000000000000004,0.32,39.0,107.0,0.993,3.2,9.0,5,low quality
white wine,0.22,6.4,0.26,5.1,0.037000000000000005,0.32,23.0,131.0,0.9944,3.29,10.1,5,low quality
white wine,0.16,5.6,0.205,12.55,0.051,0.38,31.0,115.0,0.99564,3.4,10.8,6,medium quality
red wine,0.37,10.2,0.23,2.2,0.057,0.49,14.0,36.0,0.9961399999999999,3.23,9.3,4,low quality
white wine,0.49,6.2,0.18,4.5,0.047,0.37,17.0,90.0,0.9919,3.27,11.6,6,medium quality
white wine,0.29,6.2,0.2,11.8,0.035,0.34,21.0,93.0,0.99364,3.18,11.9,6,medium quality
white wine,0.31,6.1,0.34,12.0,0.053,0.48,46.0,238.0,0.9977,3.16,8.6,5,low quality
white wine,0.19,7.1,0.28,7.8,0.04,0.5,48.0,184.0,0.99579,3.16,9.4,5,low quality
white wine,0.52,6.1,0.68,1.4,0.037000000000000005,0.45,32.0,123.0,0.9902200000000001,3.24,12.0,6,medium quality
white wine,0.28,6.6,0.26,9.4,0.027999999999999997,0.34,13.0,121.0,0.99254,3.17,12.1,6,medium quality
white wine,0.41,7.5,0.2,1.2,0.05,0.52,26.0,131.0,0.9913299999999999,3.19,11.1,5,low quality
white wine,0.41,7.2,0.17,1.6,0.052000000000000005,0.49,24.0,126.0,0.9922799999999999,3.19,10.8,5,low quality
white wine,0.37,7.3,0.39,1.1,0.043,0.48,36.0,113.0,0.991,3.39,12.7,8,high quality
white wine,0.3,5.8,0.22,1.1,0.047,0.45,36.0,131.0,0.992,3.26,10.4,5,low quality
white wine,0.28,6.9,0.36,13.55,0.048,0.6,51.0,189.0,0.99782,3.0,9.5,7,medium quality
white wine,0.53,6.4,0.31,8.8,0.057,0.44,36.0,221.0,0.9964200000000001,3.17,9.1,5,low quality
white wine,0.32,6.6,0.44,3.0,0.095,0.63,13.0,75.0,0.98954,3.1,12.8,6,medium quality
white wine,0.55,9.4,0.29,2.2,0.05,0.69,17.0,119.0,0.9962,3.12,10.3,4,low quality
white wine,0.28,8.4,0.22,18.8,0.027999999999999997,0.35,55.0,130.0,0.998,2.96,11.6,5,low quality
white wine,0.61,7.7,0.27,12.0,0.046,0.46,64.0,179.0,0.9982,3.07,8.9,5,low quality
white wine,0.3,6.0,0.21,8.7,0.036000000000000004,0.39,47.0,127.0,0.9936799999999999,3.18,10.6,5,low quality
white wine,0.36,6.6,0.28,1.7,0.038,0.57,22.0,101.0,0.9912,3.29,11.6,6,medium quality
red wine,0.23,7.6,0.685,2.3,0.111,0.61,20.0,84.0,0.9964,3.21,9.3,5,low quality
white wine,0.25,5.7,0.22,1.1,0.05,0.62,97.0,175.0,0.9909899999999999,3.44,11.1,6,medium quality
red wine,0.0,6.8,0.775,3.0,0.102,0.56,8.0,23.0,0.9965,3.45,10.7,5,low quality
white wine,0.12,7.0,0.48,4.5,0.05,0.35,23.0,86.0,0.99398,2.86,9.0,5,low quality
white wine,0.24,5.9,0.23,3.8,0.038,0.5,61.0,152.0,0.99139,3.31,11.3,7,medium quality
white wine,0.49,8.3,0.2,1.7,0.038,0.37,38.0,167.0,0.9939,3.05,10.1,6,medium quality
white wine,0.78,7.0,0.33,9.9,0.042,0.55,21.0,251.0,0.99435,3.01,11.0,6,medium quality
white wine,0.28,7.2,0.17,17.55,0.05,0.43,33.0,154.0,0.99971,2.94,9.0,7,medium quality
white wine,0.33,7.8,0.32,10.4,0.031,0.58,47.0,194.0,0.99692,3.07,9.6,6,medium quality
white wine,0.28,5.9,0.2,12.8,0.038,0.57,29.0,132.0,0.99426,3.31,11.8,7,medium quality
white wine,0.31,7.8,0.28,2.1,0.046,0.64,28.0,208.0,0.99434,3.23,9.8,5,low quality
white wine,0.34,6.6,0.16,1.1,0.037000000000000005,0.68,41.0,115.0,0.9899,3.01,12.0,6,medium quality
white wine,0.27,6.1,0.17,1.5,0.055999999999999994,0.43,45.0,135.0,0.9924,3.2,10.2,6,medium quality
white wine,0.45,7.5,0.42,9.1,0.028999999999999998,0.36,20.0,125.0,0.996,3.12,10.1,6,medium quality
white wine,0.27,6.4,0.43,1.1,0.054000000000000006,0.52,5.0,110.0,0.9939,3.24,9.1,4,low quality
red wine,0.36,7.3,0.45,5.9,0.07400000000000001,0.83,12.0,87.0,0.9978,3.33,10.5,5,low quality
white wine,0.27,8.2,0.37,1.7,0.027999999999999997,0.48,10.0,59.0,0.9923,2.97,10.4,5,low quality
red wine,0.47,9.8,0.44,2.5,0.063,0.65,9.0,28.0,0.9981,3.24,10.8,6,medium quality
white wine,0.68,7.5,0.21,10.9,0.045,0.36,38.0,133.0,0.9978,3.0,8.7,5,low quality
white wine,0.29,6.9,0.26,4.2,0.043,0.31,33.0,114.0,0.9902,3.16,12.5,6,medium quality
white wine,0.04,6.8,0.63,1.3,0.057999999999999996,0.39,25.0,133.0,0.99271,3.17,10.2,4,low quality
red wine,0.51,8.6,0.49,2.0,0.42200000000000004,1.17,16.0,62.0,0.9979,3.03,9.0,5,low quality
red wine,0.24,6.9,0.4,2.5,0.083,0.58,30.0,45.0,0.9959,3.26,10.0,5,low quality
white wine,0.34,7.7,0.11,14.05,0.04,0.59,41.0,114.0,0.99634,3.07,11.0,7,medium quality
red wine,0.49,8.8,0.47,2.9,0.085,0.6,17.0,110.0,0.9982,3.29,9.8,5,low quality
red wine,0.19,8.8,0.61,4.0,0.094,0.5,30.0,69.0,0.99787,3.22,10.0,6,medium quality
white wine,0.35,8.7,0.24,0.6,0.042,0.38,11.0,71.0,0.9926,3.08,10.6,5,low quality
white wine,0.4,8.6,0.23,4.2,0.035,0.53,17.0,109.0,0.9947,3.14,9.7,5,low quality
white wine,0.49,7.1,0.3,1.6,0.045,0.59,31.0,100.0,0.9942,3.4,10.2,5,low quality
red wine,0.23,9.6,0.56,3.4,0.102,0.65,37.0,92.0,0.9996,3.3,10.1,5,low quality
white wine,0.39,5.6,0.19,1.1,0.043,0.53,17.0,67.0,0.9918,3.23,10.3,6,medium quality
white wine,0.23,6.7,0.19,6.2,0.047,0.43,36.0,117.0,0.9945,3.34,9.6,6,medium quality
white wine,0.47,6.6,0.32,15.6,0.063,0.56,27.0,173.0,0.99872,3.18,9.0,5,low quality
white wine,0.46,8.7,0.34,13.8,0.055,0.37,68.0,198.0,0.9988,3.36,9.5,6,medium quality
white wine,0.26,6.9,0.56,10.9,0.06,0.44,55.0,193.0,0.9969,3.21,9.4,5,low quality
white wine,0.24,7.15,0.17,9.6,0.11900000000000001,0.44,56.0,178.0,0.9957799999999999,3.15,10.2,6,medium quality
white wine,0.26,7.0,0.61,1.7,0.051,0.6,25.0,161.0,0.9946,3.36,10.6,4,low quality
red wine,0.02,6.7,0.48,2.2,0.08,0.53,36.0,111.0,0.99524,3.1,9.7,5,low quality
red wine,0.4,8.6,0.33,2.6,0.083,0.48,16.0,68.0,0.99782,3.3,9.4,5,low quality
white wine,0.23,7.3,0.17,6.3,0.051,0.54,35.0,240.0,0.9963,3.36,10.0,6,medium quality
red wine,0.21,8.8,0.42,2.5,0.092,0.52,33.0,88.0,0.99823,3.19,9.2,5,low quality
white wine,0.3,6.5,0.33,3.8,0.036000000000000004,0.63,34.0,88.0,0.9902799999999999,3.25,12.5,7,medium quality
red wine,0.17,8.8,0.64,2.9,0.084,0.54,25.0,130.0,0.99818,3.23,9.6,5,low quality
white wine,0.37,6.6,0.22,1.6,0.04,0.66,31.0,101.0,0.9900899999999999,3.15,12.0,5,low quality
white wine,0.4,7.1,0.17,14.55,0.047,0.78,47.0,156.0,0.99945,3.34,9.1,6,medium quality
white wine,0.33,7.5,0.38,9.2,0.043,0.42,19.0,116.0,0.99444,3.08,11.4,6,medium quality
white wine,0.26,5.1,0.35,6.8,0.034,0.4,36.0,120.0,0.9918799999999999,3.38,11.5,6,medium quality
red wine,0.22,6.2,0.43,1.8,0.078,0.6,21.0,56.0,0.9963299999999999,3.52,9.5,6,medium quality
white wine,0.74,8.3,0.2,4.45,0.044000000000000004,0.42,33.0,130.0,0.9924,3.25,12.2,6,medium quality
red wine,0.22,10.1,0.935,3.4,0.105,0.64,11.0,86.0,1.001,3.43,11.3,4,low quality
white wine,0.31,6.7,0.25,1.35,0.061,0.53,30.5,218.0,0.9938799999999999,3.16,9.5,5,low quality
red wine,0.41,8.7,0.41,6.2,0.078,0.77,25.0,42.0,0.9953,3.24,12.6,7,medium quality
red wine,0.2,7.5,0.61,1.7,0.076,0.4,36.0,60.0,0.9949399999999999,3.1,9.3,5,low quality
red wine,0.07,7.5,0.685,2.5,0.057999999999999996,0.55,5.0,9.0,0.9963200000000001,3.38,10.9,4,low quality
white wine,0.33,6.0,0.22,12.2,0.033,0.42,25.0,97.0,0.99356,3.17,11.3,7,medium quality
white wine,0.29,5.9,0.22,4.2,0.037000000000000005,0.74,69.0,144.0,0.9921399999999999,3.13,10.8,7,medium quality
white wine,0.33,5.8,0.31,1.2,0.036000000000000004,0.6,23.0,99.0,0.9916,3.18,10.5,6,medium quality
white wine,0.28,6.2,0.22,2.2,0.04,0.48,24.0,125.0,0.9917,3.19,10.5,6,medium quality
white wine,0.3,6.4,0.22,11.2,0.046,0.34,53.0,149.0,0.99479,3.21,10.8,5,low quality
white wine,0.27,10.0,0.23,14.1,0.033,0.43,45.0,166.0,0.9988,2.72,9.7,6,medium quality
white wine,0.29,7.0,0.25,15.2,0.047,0.45,40.0,171.0,0.9982,3.22,9.3,5,low quality
red wine,0.65,13.0,0.32,2.6,0.09300000000000001,0.61,15.0,47.0,0.9996,3.05,10.6,5,low quality
white wine,0.41,6.8,0.15,12.9,0.044000000000000004,0.78,79.5,183.0,0.9974200000000001,3.24,10.2,6,medium quality
red wine,0.49,7.3,0.365,2.5,0.08800000000000001,0.78,39.0,106.0,0.9966,3.36,11.0,5,low quality
white wine,0.32,8.7,0.23,13.4,0.044000000000000004,0.47,35.0,169.0,0.99975,3.12,8.8,7,medium quality
white wine,0.36,7.3,0.28,12.7,0.04,0.79,38.0,140.0,0.998,3.3,9.6,6,medium quality
white wine,0.37,6.1,0.16,1.1,0.031,0.58,37.0,97.0,0.9922,3.4,10.5,6,medium quality
white wine,0.36,7.4,0.2,1.2,0.038,0.34,44.0,111.0,0.9926,3.36,9.9,6,medium quality
white wine,0.17,7.0,0.35,1.1,0.049,0.36,7.0,119.0,0.99297,3.13,9.7,6,medium quality
red wine,0.03,8.0,0.52,1.7,0.07,0.57,10.0,35.0,0.99575,3.34,10.0,5,low quality
red wine,0.0,9.0,0.69,2.4,0.08800000000000001,0.6,19.0,38.0,0.9990000000000001,3.35,9.3,5,low quality
white wine,0.24,5.8,0.2,1.4,0.033,0.56,65.0,169.0,0.9904299999999999,3.59,12.3,7,medium quality
